geneSymbol	diseaseName
NBN	Nijmegen Breakage Syndrome
NBN	Primary microcephaly
NBN	Hereditary Breast and Ovarian Cancer Syndrome
NBN	Oral Mucositis
NBN	Breast Cancer, Familial Male
NBN	Precursor Cell Lymphoblastic Leukemia Lymphoma
NBN	Prostate cancer, familial
NBN	Intellectual Disability
NCAM1	Spontaneous abortion
NCAM1	Abortion, Tubal
NCAM1	Alcoholic Intoxication, Chronic
NCAM1	Bipolar Disorder
NCAM1	Depression, Bipolar
NCAM1	Mental Depression
NCAM1	Depressive disorder
NCAM1	Marijuana Abuse
NCAM1	Neoplasm Invasiveness
NCAM1	Schizophrenia
NCAM1	Unipolar Depression
NCAM1	Mood Disorders
NCAM1	Major Depressive Disorder
NCF2	Rheumatoid Arthritis
NCF2	Chronic granulomatous disease
NCF2	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II
NCF4	Crohn Disease
NCF4	Chronic granulomatous disease
NCF4	Heart Diseases
NCF4	Crohn's disease of large bowel
NCF4	Crohn's disease of the ileum
NCF4	Regional enteritis
NCF4	IIeocolitis
NCF4	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, TYPE III
NCK1	Albuminuria
NCK1	Nephrotic Syndrome
NCK1	Proteinuria
NCL	Myocardial Ischemia
NCL	Adenocarcinoma of lung (disorder)
NDN	Carcinoma
NDN	Animal Mammary Neoplasms
NDN	Prader-Willi Syndrome
NDN	Anaplastic carcinoma
NDN	Carcinoma, Spindle-Cell
NDN	Undifferentiated carcinoma
NDN	Carcinomatosis
NDN	Royer Syndrome
NDN	Mammary Carcinoma, Animal
NDN	Intellectual Disability
NDP	Retinopathy of Prematurity
NDP	Schizophrenia
NDP	Cataract
NDP	Exudative retinopathy
NDP	Norrie disease
NDP	Persistent Hyperplastic Primary Vitreous
NDP	Familial Exudative Vitreoretinopathy
NDP	Epileptic encephalopathy
NDP	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
NDP	Exudative vitreoretinopathy 1
NDP	RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL
NDP	Intellectual Disability
NDUFA1	Colorectal Cancer
NDUFA1	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFA1	NADH:Q(1) Oxidoreductase deficiency
NDUFA2	Malignant neoplasm of breast
NDUFA2	Leigh Disease
NDUFA2	Leukodystrophy
NDUFA2	Malignant neoplasm of stomach
NDUFA2	Stomach Neoplasms
NDUFA2	Disease Exacerbation
NDUFA2	Epileptic encephalopathy
NDUFA2	Encephalopathy, Subacute Necrotizing, Infantile
NDUFA2	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFA2	Mitochondrial Diseases
NDUFA2	Hereditary Diffuse Gastric Cancer
NDUFA2	Leukoencephalopathy, Cystic, Without Megalencephaly
NDUFA3	Malignant neoplasm of breast
NDUFA3	Mitochondrial Diseases
NDUFA4	Mitochondrial Diseases
NDUFA5	Mitochondrial Diseases
NDUFA6	Mitochondrial Diseases
NDUFA7	Mitochondrial Diseases
NDUFA8	Malignant neoplasm of breast
NDUFA8	Mitochondrial Diseases
NEB	Arthrogryposis
NEB	Myopathies, Nemaline
NEB	Congenital myopathy (disorder)
NEB	Nemaline Myopathy, Childhood Onset
NEB	Distal Muscular Dystrophies
NEB	Nemaline Myopathy 2
NEB	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE
NEB	Intellectual Disability
NDUFA9	Leigh Disease
NDUFA9	Encephalopathy, Subacute Necrotizing, Infantile
NDUFA9	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFA9	Mitochondrial Diseases
NDUFA9	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFA9	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
NDUFA9	Leigh Syndrome due to Mitochondrial Complex III Deficiency
NDUFA9	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
NDUFA9	Leigh Syndrome due to Mitochondrial Complex V Deficiency
NDUFA9	Necrotizing encephalopathy, infantile subacute, of Leigh
NDUFA9	Intellectual Disability
NDUFA10	Leigh Disease
NDUFA10	Epileptic encephalopathy
NDUFA10	Encephalopathy, Subacute Necrotizing, Infantile
NDUFA10	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFA10	Mitochondrial Diseases
NDUFA10	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFA10	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
NDUFA10	Leigh Syndrome due to Mitochondrial Complex III Deficiency
NDUFA10	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
NDUFA10	Leigh Syndrome due to Mitochondrial Complex V Deficiency
NDUFA10	Necrotizing encephalopathy, infantile subacute, of Leigh
NDUFA10	Intellectual Disability
NDUFAB1	Mitochondrial Diseases
NDUFB2	Mitochondrial Diseases
NDUFB3	Mitochondrial Diseases
NDUFB3	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFB3	NADH:Q(1) Oxidoreductase deficiency
NDUFB4	Mitochondrial Diseases
NDUFB5	Mitochondrial Diseases
NDUFB6	Mitochondrial Diseases
NDUFB7	Hepatolenticular Degeneration
NDUFB7	Mitochondrial Diseases
NDUFB7	Hepatic Form of Wilson Disease
NDUFB8	Dermatologic disorders
NDUFB8	Arsenic Poisoning, Inorganic
NDUFB8	Nervous System, Organic Arsenic Poisoning
NDUFB8	Arsenic Poisoning
NDUFB8	Mitochondrial Diseases
NDUFB8	Arsenic Encephalopathy
NDUFB8	Arsenic Induced Polyneuropathy
NDUFB9	Weight Gain
NDUFB9	Mitochondrial Diseases
NDUFB9	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFB9	NADH:Q(1) Oxidoreductase deficiency
NDUFB10	Mitochondrial Diseases
NDUFB10	NADH:Q(1) Oxidoreductase deficiency
NDUFC1	Mitochondrial Diseases
NDUFC2	Mitochondrial Diseases
NDUFS1	Hypertrophic Cardiomyopathy
NDUFS1	Leukodystrophy
NDUFS1	Malignant neoplasm of stomach
NDUFS1	Schizophrenia
NDUFS1	Stomach Neoplasms
NDUFS1	Disease Exacerbation
NDUFS1	Epileptic encephalopathy
NDUFS1	Mitochondrial Diseases
NDUFS1	Early onset schizophrenia
NDUFS1	Hereditary Diffuse Gastric Cancer
NDUFS1	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS1	NADH:Q(1) Oxidoreductase deficiency
NDUFS1	Intellectual Disability
NDUFS2	Leukodystrophy
NDUFS2	Cardiomyopathies, Primary
NDUFS2	Myocardial Diseases, Secondary
NDUFS2	Mitochondrial Encephalomyopathies
NDUFS2	Epileptic encephalopathy
NDUFS2	Mitochondrial Diseases
NDUFS2	Cardiomyopathies
NDUFS2	Optic Atrophy, Hereditary, Leber
NDUFS2	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS2	NADH:Q(1) Oxidoreductase deficiency
NDUFS2	Intellectual Disability
NDUFS2	Familial Ménière disease
NDUFS3	Malignant neoplasm of breast
NDUFS3	Leigh Disease
NDUFS3	Optic Atrophy
NDUFS3	Breast Carcinoma
NDUFS3	Encephalopathy, Subacute Necrotizing, Infantile
NDUFS3	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFS3	Mitochondrial Diseases
NDUFS3	Mammary Neoplasms, Human
NDUFS3	Mammary Neoplasms
NDUFS3	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS3	NADH:Q(1) Oxidoreductase deficiency
NDUFS3	Intellectual Disability
NDUFV1	Bipolar Disorder
NDUFV1	Leigh Disease
NDUFV1	Leukodystrophy
NDUFV1	Malignant neoplasm of stomach
NDUFV1	Degenerative polyarthritis
NDUFV1	Schizophrenia
NDUFV1	Stomach Neoplasms
NDUFV1	Unipolar Depression
NDUFV1	Osteoarthrosis Deformans
NDUFV1	Disease Exacerbation
NDUFV1	Epileptic encephalopathy
NDUFV1	Mitochondrial Diseases
NDUFV1	Major Depressive Disorder
NDUFV1	Hereditary Diffuse Gastric Cancer
NDUFV1	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFV1	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFV1	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
NDUFV1	Leigh Syndrome due to Mitochondrial Complex III Deficiency
NDUFV1	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
NDUFV1	Leigh Syndrome due to Mitochondrial Complex V Deficiency
NDUFV1	Necrotizing encephalopathy, infantile subacute, of Leigh
NDUFV1	NADH:Q(1) Oxidoreductase deficiency
NDUFV1	Intellectual Disability
NDUFS4	Leigh Disease
NDUFS4	Leukodystrophy
NDUFS4	Epileptic encephalopathy
NDUFS4	Encephalopathy, Subacute Necrotizing, Infantile
NDUFS4	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFS4	Mitochondrial Diseases
NDUFS4	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS4	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS4	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
NDUFS4	Leigh Syndrome due to Mitochondrial Complex III Deficiency
NDUFS4	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
NDUFS4	Leigh Syndrome due to Mitochondrial Complex V Deficiency
NDUFS4	Necrotizing encephalopathy, infantile subacute, of Leigh
NDUFS4	NADH:Q(1) Oxidoreductase deficiency
NDUFS4	Intellectual Disability
NDUFS5	Mitochondrial Diseases
NDUFS6	Epileptic encephalopathy
NDUFS6	Mitochondrial Diseases
NDUFS6	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS6	NADH:Q(1) Oxidoreductase deficiency
NDUFS8	Leigh Disease
NDUFS8	Leukodystrophy
NDUFS8	Degenerative polyarthritis
NDUFS8	Osteoarthrosis Deformans
NDUFS8	Epileptic encephalopathy
NDUFS8	Encephalopathy, Subacute Necrotizing, Infantile
NDUFS8	Encephalopathy, Subacute Necrotizing, Juvenile
NDUFS8	Mitochondrial Diseases
NDUFS8	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFS8	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
NDUFS8	Leigh Syndrome due to Mitochondrial Complex III Deficiency
NDUFS8	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
NDUFS8	Leigh Syndrome due to Mitochondrial Complex V Deficiency
NDUFS8	Necrotizing encephalopathy, infantile subacute, of Leigh
NDUFS8	NADH:Q(1) Oxidoreductase deficiency
NDUFS8	Intellectual Disability
NDUFV2	Bipolar Disorder
NDUFV2	Depression, Bipolar
NDUFV2	Manic Disorder
NDUFV2	Cardiomyopathies, Primary
NDUFV2	Schizophrenia
NDUFV2	Myocardial Diseases, Secondary
NDUFV2	Unipolar Depression
NDUFV2	Mitochondrial Encephalomyopathies
NDUFV2	Manic
NDUFV2	Mitochondrial Diseases
NDUFV2	Cardiomyopathies
NDUFV2	Major Depressive Disorder
NDUFV2	MITOCHONDRIAL COMPLEX I DEFICIENCY
NDUFV2	NADH:Q(1) Oxidoreductase deficiency
NDUFV3	Bipolar Disorder
NDUFV3	Mitochondrial Diseases
NEDD4	Bipolar Disorder
NEDD4	Malignant neoplasm of breast
NEDD4	Toxic Epidermal Necrolysis
NEDD4	Keloid
NEDD4	Stevens-Johnson Syndrome
NEDD4	Myocardial Ischemia
NEDD4	Drug-Induced Stevens Johnson Syndrome
NEDD4	Mycoplasma-Induced Stevens-Johnson Syndrome
NEDD4	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
SEPT2	Psychotic Disorders
SEPT2	Methylmalonic acidemia
SEPT2	Nonorganic psychosis
SEPT2	Methylmalonic aciduria
RPL10A	Adenocarcinoma of lung (disorder)
NEFM	Bipolar Disorder
NEFM	Mental Depression
NEFM	Depressive disorder
NEFM	Endometriosis
NEFM	Endometrioma
NEFH	Amyotrophic Lateral Sclerosis
NEFH	Peripheral Neuropathy
NEFH	AMYOTROPHIC LATERAL SCLEROSIS 1
NEFH	Amyotrophic Lateral Sclerosis, Sporadic
NEFH	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC
NELL1	Craniosynostosis
NELL1	Acrocephaly
NELL1	Unipolar Depression
NELL1	Brachycephaly
NELL1	Scaphycephaly
NELL1	Trigonocephaly
NELL1	Adenocarcinoma Of Esophagus
NELL1	Major Depressive Disorder
NELL1	Colorectal Cancer
NELL1	Synostotic Posterior Plagiocephaly
NELL1	Metopic synostosis
NELL1	Synostotic Anterior Plagiocephaly
NEFL	Arthrogryposis
NEFL	Bipolar Disorder
NEFL	Charcot-Marie-Tooth Disease
NEFL	Schizophrenia
NEFL	Unipolar Depression
NEFL	Congenital myopathy (disorder)
NEFL	Major Depressive Disorder
NEFL	Charcot-Marie-Tooth disease, demyelinating, Type 1F
NEFL	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)
NEFL	Intellectual Disability
NEK1	Amyotrophic Lateral Sclerosis
NEK1	Majewski Syndrome
NEK1	Mohr Syndrome
NEK1	Osteogenesis Imperfecta
NEK1	Saldino-Noonan Syndrome
NEK1	Short Rib-Polydactyly Syndrome
NEK1	Adenocarcinoma of lung (disorder)
NEK1	Polydactyly
NEK1	Large cell carcinoma of lung
NEK1	Amyotrophic Lateral Sclerosis With Dementia
NEK1	Amyotrophic Lateral Sclerosis, Guam Form
NEK1	Oral-facial-digital syndrome, type 2
NEK1	Intellectual Disability
NEK1	Ciliopathies
NEK2	Retinitis Pigmentosa
NEK2	RETINITIS PIGMENTOSA 67
NEU1	Hydrops Fetalis
NEU1	Lipomucopolysaccharidosis
NEU1	Hyperammonemia
NEU1	Type I Mucolipidosis
NEU1	Neuraminidase 1 deficiency
NEU1	Atypical Inclusion-Body Disease
NEU1	Familial Progressive Myoclonic Epilepsy
NEU1	Myoclonic Epilepsies, Progressive
NEU1	Action Myoclonus-Renal Failure Syndrome
NEU1	Biotin-Responsive Encephalopathy
NEU1	Dentatorubral-Pallidoluysian Atrophy
NEU1	May-White Syndrome
NEU1	Intellectual Disability
NEU1	Sialidosis, type 2
NEU1	Sialidase deficiency
NEUROD1	Alloxan Diabetes
NEUROD1	Diabetes Mellitus, Experimental
NEUROD1	Diabetes Mellitus, Non-Insulin-Dependent
NEUROD1	nervous system disorder
NEUROD1	Streptozotocin Diabetes
NEUROD1	Maturity onset diabetes mellitus in young
NEUROD1	INSULIN RESISTANCE, SUSCEPTIBILITY TO
NEUROD1	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)
NEUROD1	DIABETES MELLITUS, TYPE 2, PROTECTION AGAINST
NEUROD2	Alcoholic Intoxication, Chronic
NEUROG1	Schizoaffective Disorder
NEUROG1	Schizophrenia
NF1	Adenoma
NF1	Astrocytoma
NF1	Autistic Disorder
NF1	Malignant neoplasm of breast
NF1	Malignant Neoplasms
NF1	Cerebrovascular Disorders
NF1	Cytopenia
NF1	Fibrosarcoma
NF1	Glioblastoma
NF1	Glioma
NF1	Hydrocephalus
NF1	Profound Mental Retardation
NF1	Learning Disorders
NF1	leukemia
NF1	Leukemia, Myelocytic, Acute
NF1	liposarcoma
NF1	melanoma
NF1	Mental Retardation, Psychosocial
NF1	Acute Myeloid Leukemia, M1
NF1	Neurilemmoma
NF1	neurofibroma
NF1	Neurofibromatosis 1
NF1	Melanocytic nevus
NF1	Pheochromocytoma
NF1	Cutaneous Melanoma
NF1	Congenital anemia
NF1	Neurofibromatoses
NF1	Adenoma, Basal Cell
NF1	Follicular adenoma
NF1	Adenoma, Microcystic
NF1	Adenoma, Monomorphic
NF1	Papillary adenoma
NF1	Adenoma, Trabecular
NF1	Subependymal Giant Cell Astrocytoma
NF1	Liposarcoma, Dedifferentiated
NF1	Liposarcoma, Pleomorphic
NF1	Sarcoma, Epithelioid
NF1	Sarcoma, Spindle Cell
NF1	Nerve Sheath Tumors
NF1	mixed gliomas
NF1	Adult Malignant Peripheral Nerve Sheath Tumor
NF1	Childhood Malignant Peripheral Nerve Sheath Tumor
NF1	Juvenile Pilocytic Astrocytoma
NF1	Diffuse Astrocytoma
NF1	Anaplastic astrocytoma
NF1	Protoplasmic astrocytoma
NF1	Gemistocytic astrocytoma
NF1	Fibrillary Astrocytoma
NF1	Pilocytic Astrocytoma
NF1	Giant Cell Glioblastoma
NF1	Childhood Cerebral Astrocytoma
NF1	Juvenile Myelomonocytic Leukemia
NF1	Hematologic Neoplasms
NF1	Mixed oligoastrocytoma
NF1	Cafe-au-lait macules with pulmonary stenosis
NF1	Malignant Glioma
NF1	Cerebral Astrocytoma
NF1	Intracranial Astrocytoma
NF1	Adult Learning Disorders
NF1	Learning Disturbance
NF1	Learning Disabilities
NF1	Schwannomatosis, Plexiform
NF1	Peripheral Nerve Sheath Neoplasm
NF1	Malignant Peripheral Nerve Sheath Tumor
NF1	Perineurioma
NF1	Mental deficiency
NF1	Neurofibromatosis 3
NF1	Malignant neoplasm of ovary
NF1	Pheochromocytoma, Extra-Adrenal
NF1	Sarcoma
NF1	Developmental Academic Disorder
NF1	Colorectal Cancer
NF1	Glioblastoma Multiforme
NF1	Grade I Astrocytoma
NF1	NEUROFIBROMATOSIS, FAMILIAL SPINAL
NF1	Acute Myeloid Leukemia (AML-M2)
NF1	Neurofibromatosis-Noonan syndrome
NF1	NF1 Microdeletion Syndrome
NF1	Intellectual Disability
NF2	Malignant neoplasm of breast
NF2	Renal Cell Carcinoma
NF2	Mammary Ductal Carcinoma
NF2	Kidney Neoplasm
NF2	melanoma
NF2	Meningioma
NF2	Mesothelioma
NF2	Neurilemmoma
NF2	Neurofibromatosis 2
NF2	Acoustic Neuroma
NF2	Pleural Neoplasms
NF2	Cataract
NF2	Meningiomas, Multiple
NF2	Malignant Meningioma
NF2	Conventional (Clear Cell) Renal Cell Carcinoma
NF2	Benign Meningioma
NF2	Meningothelial meningioma
NF2	Fibrous Meningioma
NF2	Psammomatous Meningioma
NF2	Angiomatous Meningioma
NF2	Hemangioblastic Meningioma
NF2	Hemangiopericytic Meningioma
NF2	Transitional Meningioma
NF2	Malignant mesothelioma
NF2	Spinal Meningioma
NF2	Intracranial Meningioma
NF2	Clear Cell Meningioma
NF2	Xanthomatous Meningioma
NF2	Malignant neoplasm of kidney
NF2	Cerebral Convexity Meningioma
NF2	Parasagittal Meningioma
NF2	Neurofibromatosis 3
NF2	Familial Acoustic Neuroma
NF2	Neuroma, Acoustic, Bilateral
NF2	Schwannoma, Acoustic, Bilateral
NF2	Chromophobe Renal Cell Carcinoma
NF2	Sarcomatoid Renal Cell Carcinoma
NF2	Collecting Duct Carcinoma of the Kidney
NF2	Perivascular Epithelioid Cell Neoplasms
NF2	Papillary Renal Cell Carcinoma
NF2	Familial meningioma
NF2	Intraorbital Meningioma
NF2	Intraventricular Meningioma
NF2	Olfactory Groove Meningioma
NF2	Schwannomatosis
NF2	Renal carcinoma
NF2	Secretory meningioma
NF2	Microcystic meningioma
NF2	Angioblastic Meningioma
NF2	Ductal Breast Carcinoma
NF2	Posterior Fossa Meningioma
NF2	Sphenoid Wing Meningioma
NF2	Neurofibromatosis, Type 3, mixed central and peripheral
NF2	Papillary Meningioma
NFATC1	Colorectal Cancer
NFATC2	Pulmonary Hypertension
NFATC2	nervous system disorder
NFIA	CHROMOSOME 1p32-p31 DELETION SYNDROME
NFIA	Intellectual Disability
NFIA	BRAIN MALFORMATIONS WITH OR WITHOUT URINARY TRACT DEFECTS
NFE2L2	Malignant neoplasm of skin
NFE2L2	Non-Small Cell Lung Carcinoma
NFE2L2	Squamous cell carcinoma
NFE2L2	Cholestasis
NFE2L2	Diabetic Nephropathy
NFE2L2	Drug toxicity
NFE2L2	Pathological accumulation of air in tissues
NFE2L2	Experimental Autoimmune Encephalomyelitis
NFE2L2	Endometrial Neoplasms
NFE2L2	Fatty Liver
NFE2L2	Gastrointestinal Diseases
NFE2L2	Nodular glomerulosclerosis
NFE2L2	Heart failure
NFE2L2	Congestive heart failure
NFE2L2	Hepatitis, Toxic
NFE2L2	Hyperglycemia
NFE2L2	Hyperplasia
NFE2L2	Keratosis
NFE2L2	Keratosis Blennorrhagica
NFE2L2	Kidney Diseases
NFE2L2	Kidney Failure, Acute
NFE2L2	Left-Sided Heart Failure
NFE2L2	Liver Cirrhosis
NFE2L2	Liver Cirrhosis, Experimental
NFE2L2	Liver neoplasms
NFE2L2	Necrosis
NFE2L2	Prostatic Neoplasms
NFE2L2	Pulmonary Fibrosis
NFE2L2	Skin Neoplasms
NFE2L2	Adverse reaction to drug
NFE2L2	Ovarian Failure, Premature
NFE2L2	Hamman-Rich syndrome
NFE2L2	Gonadotropin-Resistant Ovary Syndrome
NFE2L2	Keratoma
NFE2L2	Encephalopathy, Toxic
NFE2L2	Adenocarcinoma of lung (disorder)
NFE2L2	Toxic Encephalitis
NFE2L2	Dermatitis, Allergic Contact
NFE2L2	Vascular System Injuries
NFE2L2	Neurotoxicity Syndromes
NFE2L2	Heart Failure, Right-Sided
NFE2L2	Fibrosis, Liver
NFE2L2	Acute Lung Injury
NFE2L2	Squamous cell carcinoma of esophagus
NFE2L2	Chromosome Breaks
NFE2L2	Malignant neoplasm of liver
NFE2L2	Malignant neoplasm of prostate
NFE2L2	Chromosome Breakage
NFE2L2	Non-alcoholic Fatty Liver Disease
NFE2L2	Endometrial Carcinoma
NFE2L2	Functional Gastrointestinal Disorders
NFE2L2	Carcinogenesis
NFE2L2	Drug-Induced Liver Disease
NFE2L2	Carcinoma, Pancreatic Ductal
NFE2L2	Squamous cell carcinoma of the head and neck
NFE2L2	Hepatitis, Drug-Induced
NFE2L2	Cholera Infantum
NFE2L2	Acute Kidney Insufficiency
NFE2L2	Hyperglycemia, Postprandial
NFE2L2	Myocardial Failure
NFE2L2	Heart Decompensation
NFE2L2	Liver carcinoma
NFE2L2	Acute kidney injury
NFE2L2	Steatohepatitis
NFE2L2	Nonalcoholic Steatohepatitis
NFE2L2	Hypergonadotropic Ovarian Failure, X-Linked
NFE2L2	Drug-Induced Acute Liver Injury
NFE2L2	Chemical and Drug Induced Liver Injury
NFE2L2	Chemically-Induced Liver Toxicity
NFIB	Adenoid Cystic Carcinoma
NFIC	Prostatic Neoplasms
NFIC	Malignant neoplasm of prostate
NFIL3	Delayed Sleep Phase Syndrome
NFIL3	Nonorganic Sleep Wake Cycle Disorders
NFIL3	Advanced Sleep Phase Syndrome
NFIL3	Non-24 Hour Sleep-Wake Disorder
NFIL3	Shift-Work Sleep Disorder
NFIL3	Sleep Disorders, Circadian Rhythm
NFIX	Bipolar Disorder
NFIX	Marshall-Smith syndrome
NFIX	SOTOS SYNDROME 2
NFIX	Intellectual Disability
NFKB1	Adenocarcinoma
NFKB1	Alcoholic Intoxication, Chronic
NFKB1	Malignant tumor of colon
NFKB1	Neoplastic Cell Transformation
NFKB1	Brain Ischemia
NFKB1	Primary biliary cirrhosis
NFKB1	Colonic Neoplasms
NFKB1	Common Variable Immunodeficiency
NFKB1	Corpus Luteum Cyst
NFKB1	Diabetes Mellitus, Non-Insulin-Dependent
NFKB1	Heat Stroke
NFKB1	Hyperoxaluria
NFKB1	Kidney Failure, Acute
NFKB1	Kidney Failure, Chronic
NFKB1	Biliary cirrhosis
NFKB1	Liver diseases
NFKB1	Ovarian Cysts
NFKB1	Liver Dysfunction
NFKB1	Adenocarcinoma, Basal Cell
NFKB1	Adenocarcinoma, Oxyphilic
NFKB1	Carcinoma, Cribriform
NFKB1	Carcinoma, Granular Cell
NFKB1	Adenocarcinoma, Tubular
NFKB1	Biliary Cirrhosis, Secondary
NFKB1	Mood Disorders
NFKB1	Cerebral Ischemia
NFKB1	Oxalosis
NFKB1	Acute Kidney Insufficiency
NFKB1	Acute kidney injury
NFKB1	Acquired Hypogammaglobulinemia
NFKB1	Immunoglobulin Deficiency, Late-Onset
NFKB1	Familial Ménière disease
NFKB2	Common Variable Immunodeficiency
NFKB2	Heat Stroke
NFKB2	Lymphoma, T-Cell, Cutaneous
NFKB2	Granulomatous Slack Skin
NFKB2	Acquired Hypogammaglobulinemia
NFKB2	Immunoglobulin Deficiency, Late-Onset
NFKB2	IMMUNODEFICIENCY, COMMON VARIABLE, 10
NFKBIA	Malignant neoplasm of breast
NFKBIA	Brain Ischemia
NFKBIA	Hodgkin Disease
NFKBIA	Liver Cirrhosis, Experimental
NFKBIA	Pustulosis of Palms and Soles
NFKBIA	Pancreatic Neoplasm
NFKBIA	Psoriasis
NFKBIA	Myocardial Ischemia
NFKBIA	Mixed Cellularity Hodgkin Lymphoma
NFKBIA	Hodgkin lymphoma, lymphocyte depletion
NFKBIA	Malignant neoplasm of nasopharynx
NFKBIA	gliosarcoma
NFKBIA	Adult Hodgkin Lymphoma
NFKBIA	Cancer of Nasopharynx
NFKBIA	Giant Cell Glioblastoma
NFKBIA	Malignant neoplasm of pancreas
NFKBIA	Breast Carcinoma
NFKBIA	Cerebral Ischemia
NFKBIA	Mammary Neoplasms, Human
NFKBIA	Lymphocyte Rich Classical Hodgkin Lymphoma
NFKBIA	Nodular Lymphocyte Predominant Hodgkin Lymphoma
NFKBIA	Mammary Neoplasms
NFKBIA	Ectodermal dysplasia, hypohidrotic, with immune deficiency
NFKBIA	Liver carcinoma
NFKBIA	Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant
NFKBIA	Nasopharyngeal carcinoma
NFKBIA	Familial Ménière disease
NFKBIE	Rheumatoid Arthritis
NFKBIE	Chronic Lymphocytic Leukemia
NFKBIE	Liver Cirrhosis, Experimental
NFKBIE	melanoma
NFKBIL1	Rheumatoid Arthritis
TONSL	Polycystic Ovary Syndrome
TONSL	Sclerocystic Ovaries
NFYA	Lung Neoplasms
NFYA	Malignant neoplasm of lung
NFYC	Malignant neoplasm of breast
NGF	Amnesia
NGF	Congenital Pain Insensitivity
NGF	Charcot-Marie-Tooth Disease
NGF	Cocaine Abuse
NGF	Corneal Ulcer
NGF	Cystitis
NGF	Mental Depression
NGF	Depressive disorder
NGF	Dysautonomia, Familial
NGF	Tonic-Clonic Epilepsy
NGF	Glomerulonephritis
NGF	Heroin Dependence
NGF	Hereditary Sensory Autonomic Neuropathy, Type 1
NGF	Hereditary Sensory Autonomic Neuropathy, Type 2
NGF	HSAN Type IV
NGF	Hereditary Sensory Autonomic Neuropathy, Type 5
NGF	Hyperalgesia
NGF	Inflammation
NGF	Jacksonian Seizure
NGF	Kidney Failure, Chronic
NGF	Nephritis, Interstitial
NGF	Nerve Degeneration
NGF	nervous system disorder
NGF	Hereditary Sensory and Autonomic Neuropathies
NGF	Parkinson Disease
NGF	Peripheral Neuropathy
NGF	Seizures
NGF	Skin Ulcer
NGF	Status Epilepticus
NGF	Nephritis, Tubulointerstitial
NGF	Bronchial Hyperreactivity
NGF	Hereditary Sensory Radicular Neuropathy
NGF	Complex partial seizures
NGF	Hysterical amnesia
NGF	Temporary Amnesia
NGF	Generalized seizures
NGF	Seizures, Clonic
NGF	Alcohol withdrawal syndrome
NGF	Cocaine-Related Disorders
NGF	Dissociative Amnesia
NGF	Middle Cerebral Artery Syndrome
NGF	Parkinsonian Disorders
NGF	Ramsay Hunt Paralysis Syndrome
NGF	Global Amnesia
NGF	Overactive Detrusor
NGF	Degenerative Diseases, Central Nervous System
NGF	Petit mal status
NGF	Visual seizure
NGF	Tonic Seizures
NGF	Epileptic drop attack
NGF	Lung Injury
NGF	Grand Mal Status Epilepticus
NGF	Malignant mesothelioma
NGF	Pain Disorder
NGF	Complex Partial Status Epilepticus
NGF	Chronic Kidney Insufficiency
NGF	Seizures, Somatosensory
NGF	Seizures, Auditory
